,synonym,ds_language,NCBI_TAXID,preferred_name,re,match_language,EFSA_PHT,EPPO_CODE
1934,mikan-kuro-aburamusi,ja,,Aphis citricidus,,,"('ToxopteraCitricida-PHT',)","('TOXOCI',)"
1936,African citrus psyllid,en,,Trioza erytreae,,,"('TriozaErytreae-PHT',)","('TRIZER',)"
1938,ostafrikanischer Citrusblattfloh,de,,Trioza erytreae,,,"('TriozaErytreae-PHT',)","('TRIZER',)"
1940,ostafrikanischer Zitrusblattfloh,de,,Trioza erytreae,,,"('TriozaErytreae-PHT',)","('TRIZER',)"
1942,psylle des agrumes,fr,,Trioza erytreae,,,"('TriozaErytreae-PHT',)","('TRIZER',)"
1944,psila africana de los cítricos,es,,Trioza erytreae,,,"('TriozaErytreae-PHT',)","('TRIZER',)"
1946,pine wilt disease,en,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1948,pine wood nematode,en,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1950,pinewood nematode,en,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1952,Kiefernholznematode,de,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1954,dépérissement des pins,fr,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1956,nématode du bois de pin,fr,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1958,nématode du pin,fr,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1960,nematodo de la madera del pino,es,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1962,dennenhoutnematode,nl,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1964,nemátode da madeira do pinheiro,pt,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1966,tallvedsnematod,sv,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1969,сосновая древесная нематода,ru,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1971,сосновая стволовая нематода,ru,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1973,Сосновая стволовая нематода,ru,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1975,węgorek sosnowiec,pl,,Bursaphelenchus xylophilus,,,"('BursaphelenchusXylophilus-PHT',)","('BURSXY',)"
1977,pale potato cyst nematode,en,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1979,white potato cyst nematode,en,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1981,cremefarbenes Kartoffelzystenälchen,de,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1983,weißer Kartoffelnematode,de,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1985,nématode blanc de la pomme de terre,fr,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1987,nematodo quiste blanco de la papa,es,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1989,nemátode de quisto da batateira,pt,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1991,Бледная картофельная нематода,ru,,Globodera pallida,,,"('GloboderaPallida-PHT',)","('HETDPA',)"
1993,golden nematode,en,,Globodera rostochiensis,,,"('GloboderaPallida-PHT', 'GloboderaRostochiensis-PHT')","('HETDRO',)"
1996,golden potato nematode,en,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
1998,potato cyst nematode,en,,Globodera rostochiensis,,,"('GloboderaPallida-PHT', 'GloboderaRostochiensis-PHT')","('HETDRO',)"
2001,yellow potato cyst nematode,en,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2003,goldfarbenes Kartoffelzystenälchen,de,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2005,Kartoffelälchen,de,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2007,Kartoffelnematode,de,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2009,anguillule à kyste de la pomme de terre,fr,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2011,anguillule des racines de la pomme de terre,fr,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2013,nématode doré de la pomme de terre,fr,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2015,nematodo dorado de la patata,es,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2017,anguillula della patata,it,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2019,aardappelcystenaaltje,nl,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2021,nemátode dourado da batateira,pt,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2023,nematóide-dourado-da-batata,pt,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2025,potatiscystnematod,sv,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2027,золотистая картофельная нематода,ru,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2029,Золотистая картофельная нематода,ru,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2031,kartoffelal,da,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2033,kartottelcystenematod,da,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2035,potetcystenematode,no,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2037,peruna-ankeroinen,fi,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2039,nematode sibsamini,fa,,Globodera rostochiensis,,,"('GloboderaRostochiensis-PHT',)","('HETDRO',)"
2041,Columbia root-knot nematode,en,,Meloidogyne chitwoodi,,,"('MeloidogyneChitwoodi-PHT',)","('MELGCH',)"
2043,nématode cécidogène du Columbia,fr,,Meloidogyne chitwoodi,,,"('MeloidogyneChitwoodi-PHT',)","('MELGCH',)"
2045,Колумбийская галловая нематода,ru,,Meloidogyne chitwoodi,,,"('MeloidogyneChitwoodi-PHT',)","('MELGCH',)"
2047,false Columbia root-knot nematode,en,,Meloidogyne fallax,,,"('MeloidogyneFallax-PHT',)","('MELGFA',)"
2049,bedrieglijk maiswortelknobbel nematode,nl,,Meloidogyne fallax,,,"('MeloidogyneFallax-PHT',)","('MELGFA',)"
2051,bacco 22A disease,en,,Grapevine flavescence dorée phytoplasma,,,"('GrapevineFlavescence-PHT',)","('PHYP64',)"
2053,flavescence dorée of grapevine,en,,Grapevine flavescence dorée phytoplasma,,,"('GrapevineFlavescence-PHT',)","('PHYP64',)"
2055,flavescence dorée de la vigne,fr,,Grapevine flavescence dorée phytoplasma,,,"('GrapevineFlavescence-PHT',)","('PHYP64',)"
2057,rougeau,fr,,Grapevine flavescence dorée phytoplasma,,,"('GrapevineFlavescence-PHT',)","('PHYP64',)"
2059,flavescencia dorada de la vid,es,,Grapevine flavescence dorée phytoplasma,,,"('GrapevineFlavescence-PHT',)","('PHYP64',)"
2061,flavescenza dorata de la vite,it,,Grapevine flavescence dorée phytoplasma,,,"('GrapevineFlavescence-PHT',)","('PHYP64',)"
2063,Фитоплазма золотистого пожелтения винограда,ru,,Grapevine flavescence dorée phytoplasma,,,"('GrapevineFlavescence-PHT',)","('PHYP64',)"
2065,Curtobacterium flaccumfaciens pv. flaccumfaciens,,,Curtobacterium flaccumfaciens pv. flaccumfaciens,,,"('CurtobacteriumFlaccumfaciensPvPoinsettiae-PHT',)","('CORBFL',)"
2071,Pantoea stewartii subsp. stewartii,,,Pantoea stewartii subsp. stewartii,,,"('PantoeaStewartii-PHT',)","('ERWIST',)"
2077,Ralstonia pseudosolanacearum,,,Ralstonia pseudosolanacearum,,,"('RalstoniaPseudosolanacearum-PHT',)","('RALSPS',)"
2079,Ralstonia syzygii subsp. celebesensis,,,Ralstonia syzygii subsp. celebesensis,,,"('RalstoniaSyzygii-PHT',)","('RALSSC',)"
2081,Ralstonia syzygii subsp. indonesiensis,,,Ralstonia syzygii subsp. indonesiensis,,,"('RalstoniaSyzygii-PHT',)","('RALSSI',)"
2083,Xanthomonas citri pv. aurantifolii,,,Xanthomonas citri pv. aurantifolii,,,"('XanthomonasCitriCitri-PHT',)","('XANTAU',)"
2088,Xanthomonas citri pv. citri,,,Xanthomonas citri pv. citri,,,"('XanthomonasCitriCitri-PHT',)","('XANTCI',)"
2093,Anisogramma anomala,,,Anisogramma anomala,,,"('AnisogrammaAnomala-PHT',)","('CRSPAN',)"
2096,Apiosporina morbosa,,,Apiosporina morbosa,,,"('ApiosporinaMorbosa-PHT',)","('DIBOMO',)"
2103,Botryosphaeria kuwatsukai,,,Botryosphaeria kuwatsukai,,,"('BotryosphaeriaKuwatsukai-PHT',)","('PHYOPI',)"
2109,Bretziella fagacearum,,,Bretziella fagacearum,,,"('CeratocystisFagacearum-PHT',)","('CERAFA',)"
2114,Chrysomyxa arctostaphyli,,,Chrysomyxa arctostaphyli,,,"('ChrysomyxaArctostaphyli-PHT',)","('CHMYAR',)"
2117,Cronartium,,,Cronartium,,,"('Cronartium-PHT',)","('1CRONG',)"
2119,Cronartium pini,,,Cronartium pini,,,"('Cronartium-PHT',)","('ENDCPI',)"
2122,Cronartium ribicola,,,Cronartium ribicola,,,"('Cronartium-PHT',)","('CRONRI',)"
2124,Davidsoniella virescens,,,Davidsoniella virescens,,,"('CeratocystisVirescens-PHT',)","('CERAVI',)"
2128,Elsinoë citricola,,,Elsinoë citricola,,,"('ElsinoeCitricola-PHT',)","('ELSICI',)"
2130,Elsinoë fawcettii,,,Elsinoë fawcettii,,,"('ElsinoeAustralis-PHT', 'ElsinoeFawcettii-PHT')","('ELSIFA',)"
2138,Gymnosporangium,,,Gymnosporangium,,,"('Gymnosporangium-PHT',)","('1GYMNG',)"
2140,Gymnosporangium clavariiforme,,,Gymnosporangium clavariiforme,,,"('Gymnosporangium-PHT',)","('GYMNCF',)"
2142,Gymnosporangium confusum,,,Gymnosporangium confusum,,,"('Gymnosporangium-PHT',)","('GYMNCO',)"
2146,Gymnosporangium cornutum,,,Gymnosporangium cornutum,,,"('Gymnosporangium-PHT',)","('GYMNCR',)"
2148,Gymnosporangium sabinae,,,Gymnosporangium sabinae,,,"('Gymnosporangium-PHT',)","('GYMNFU',)"
2150,Gymnosporangium tremelloides,,,Gymnosporangium tremelloides,,,"('Gymnosporangium-PHT',)","('GYMNTR',)"
2152,Coniferiporia sulphurascens,,,Coniferiporia sulphurascens,,,"('ConiferiporiaSulphurascens-PHT',)","('PHELSU',)"
2156,Coniferiporia weirii,,,Coniferiporia weirii,,,"('PhellinusWeirii-PHT',)","('INONWE',)"
2162,Melampsora farlowii,,,Melampsora farlowii,,,"('MelampsoraFarlowii-PHT',)","('MELMFA',)"
2165,Melampsora medusae f. sp. tremuloidis,,,Melampsora medusae f. sp. tremuloidis,,,"('MelampsoraMedusae-PHT',)","('MELMMT',)"
2168,Stagonosporopsis andigena,,,Stagonosporopsis andigena,,,"('StagonosporopsisAndigena-PHT',)","('PHOMAN',)"
2171,Phyllosticta citricarpa,,,Phyllosticta citricarpa,,,"('PhyllostictaCitricarpa-PHT',)","('GUIGCI',)"
2175,Phyllosticta solitaria,,,Phyllosticta solitaria,,,"('PhyllostictaSolitaria-PHT',)","('PHYSSL',)"
2177,Phymatotrichopsis omnivora,,,Phymatotrichopsis omnivora,,,"('PhymatotrichopsisOmnivora-PHT',)","('PHMPOM',)"
2180,Phytophthora ramorum,,,Phytophthora ramorum,,,"('PhytophthoraRamorum-PHT',)","('PHYTRA',)"
2182,Pseudocercospora angolensis,,,Pseudocercospora angolensis,,,"('PseudocercosporaAngolensis-PHT',)","('CERCAN',)"
2186,Pseudocercospora pini-densiflorae,,,Pseudocercospora pini-densiflorae,,,"('PseudocercosporaPiniDensiflorae-PHT',)","('CERSPD',)"
2190,Puccinia pittieriana,,,Puccinia pittieriana,,,"('PucciniaPittieriana-PHT',)","('PUCCPT',)"
2192,Septoria malagutii,,,Septoria malagutii,,,"('SeptoriaMalagutii-PHT',)","('SEPTLM',)"
2195,Sphaerulina musiva,,,Sphaerulina musiva,,,"('SphaerulinaMusiva-PHT',)","('MYCOPP',)"
2199,Stegophora ulmea,,,Stegophora ulmea,,,"('StegophoraUlmea-PHT',)","('GNOMUL',)"
2208,Thecaphora solani,,,Thecaphora solani,,,"('ThecaphoraSolani-PHT',)","('THPHSO',)"
2210,Tilletia indica,,,Tilletia indica,,,"('TilletiaIndica-PHT',)","('NEOVIN',)"
2212,Venturia nashicola,,,Venturia nashicola,,,"('VenturiaNashicola-PHT',)","('VENTNA',)"
2214,Agrilus anxius,,,Agrilus anxius,,,"('AgrilusAnxiusGory-PHT',)","('AGRLAX',)"
2217,Agrilus planipennis,,,Agrilus planipennis,,,"('AgrilusPlanipennis-PHT',)","('AGRLPL',)"
2220,Aleurocanthus woglumi,,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT',)","('ALECWO',)"
2224,Nemorimyza maculosa,,,Nemorimyza maculosa,,,"('NemorimyzaMaculosa-PHT',)","('AMAZMA',)"
2229,Exomala orientalis,,,Exomala orientalis,,,"('BlitoperthaOrientalis-PHT',)","('ANMLOR',)"
2234,Anoplophora glabripennis,,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
2236,Anthonomus bisignifer,,,Anthonomus bisignifer,,,"('AnthonomusBisignifer-PHT',)","('ANTHBI',)"
2241,Anthonomus eugenii,,,Anthonomus eugenii,,,"('AnthonomusEugeniiCano-PHT',)","('ANTHEU',)"
2244,Anthonomus grandis grandis,,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
2246,Anthonomus quadrigibbus,,,Anthonomus quadrigibbus,,,"('TachypterellusQuadrigibbus-PHT',)","('TACYQU',)"
2251,Anthonomus signatus,,,Anthonomus signatus,,,"('AnthonomusBisignifer-PHT', 'AnthonomusSignatus-PHT')","('ANTHSI',)"
2256,Arrhenodes minutus,,,Arrhenodes minutus,,,"('ArrhenodesMinutus-PHT',)","('ARRHMI',)"
2267,Aschistonyx eppoi,,,Aschistonyx eppoi,,,"('AschistonyxEppoi-PHT',)","('ASCXEP',)"
2269,Bactericera cockerelli,,,Bactericera cockerelli,,,"('BactericeraCockerelli-PHT',)","('PARZCO',)"
2272,Bemisia tabaci,,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
2289,Carposina sasakii,,,Carposina sasakii,,,"('CarposinaNiponensis-PHT', 'CarposinaSasakii-PHT')","('CARSSA',)"
2293,Xyphon fulgidum,,,Xyphon fulgidum,,,"('XyphonFulgidum-PHT',)","('CARNFU',)"
2296,Draeculacephala minerva,,,Draeculacephala minerva,,,"('DraeculacephalaMinerva-PHT',)","('DRAEMI',)"
2298,Graphocephala atropunctata,,,Graphocephala atropunctata,,,"('Cicadellidae-PHT', 'GraphocephalaAtropunctata-PHT')","('GRCPAT',)"
2304,Homalodisca vitripennis,,,Homalodisca vitripennis,,,"('HomalodiscaVitripennis-PHT',)","('HOMLTR',)"
2309,Conotrachelus nenuphar,,,Conotrachelus nenuphar,,,"('ConotrachelusNenuphar-PHT',)","('CONHNE',)"
2311,Dendrolimus sibiricus,,,Dendrolimus sibiricus,,,"('DendrolimuSibiricus-PHT',)","('DENDSI',)"
2314,Diabrotica barberi,,,Diabrotica barberi,,,"('DiabroticaBarberi-PHT',)","('DIABLO',)"
2316,Diabrotica undecimpunctata howardi,,,Diabrotica undecimpunctata howardi,,,"('DiabroticaUndecimpunctataHowardi-PHT', 'DiabroticaUndecimpunctataUndecimpunctata-PHT')","('DIABUH',)"
2321,Diabrotica undecimpunctata undecimpunctata,,,Diabrotica undecimpunctata undecimpunctata,,,"('DiabroticaUndecimpunctataUndecimpunctata-PHT',)","('DIABUN',)"
2324,Diabrotica virgifera zeae,,,Diabrotica virgifera zeae,,,"('DiabroticaVirgiferaZeae-PHT',)","('DIABVZ',)"
2326,Diaphorina citri,,,Diaphorina citri,,,"('DiaphorinaCitriKuway-PHT',)","('DIAACI',)"
2328,Eotetranychus lewisi,,,Eotetranychus lewisi,,,"('EotetranychusLewisi-PHT',)","('EOTELE',)"
2330,Grapholita inopinata,,,Grapholita inopinata,,,"('GrapholitaInopinata-PHT',)","('CYDIIN',)"
2334,Grapholita packardi,,,Grapholita packardi,,,"('GrapholitaPackardi-PHT',)","('LASPPA',)"
2341,Grapholita prunivora,,,Grapholita prunivora,,,"('GrapholitaPrunivora-PHT',)","('LASPPR',)"
2347,Helicoverpa zea,,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
2352,Hishimonus phycitis,,,Hishimonus phycitis,,,"('HishimonusPhycitis-PHT',)","('HISHPH',)"
2357,Keiferia lycopersicella,,,Keiferia lycopersicella,,,"('KeiferiaLycopersicella-PHT',)","('GNORLY',)"
2361,Lopholeucaspis japonica,,,Lopholeucaspis japonica,,,"('LopholeucaspisJaponica-PHT',)","('LOPLJA',)"
2364,Liriomyza sativae,,,Liriomyza sativae,,,"('LiriomyzaSativae-PHT',)","('LIRISA',)"
2374,Listronotus bonariensis,,,Listronotus bonariensis,,,"('ListronotusBonariensis-PHT',)","('HYROBO',)"
2378,Margarodes,,,Margarodes,,,"('MargarodesVredendalensis-PHT', 'MargarodesPrieskaensis-PHT', 'MargarodesVitis-PHT')","('1MARGG',)"
2382,Margarodes prieskaensis,,,Margarodes prieskaensis,,,"('MargarodesVredendalensis-PHT', 'MargarodesPrieskaensis-PHT', 'MargarodesVitis-PHT')","('MARGPR',)"
2386,Margarodes vitis,,,Margarodes vitis,,,"('MargarodesVredendalensis-PHT', 'MargarodesPrieskaensis-PHT', 'MargarodesVitis-PHT')","('MARGVI',)"
2392,Margarodes vredendalensis,,,Margarodes vredendalensis,,,"('MargarodesVredendalensis-PHT', 'MargarodesPrieskaensis-PHT', 'MargarodesVitis-PHT')","('MARGVR',)"
2396,Monochamus,,,Monochamus,,,"('Monochamus-PHT',)","('1MONCG',)"
2398,Haplaxius crudus,,,Haplaxius crudus,,,"('HaplaxiusCrudus-PHT',)","('MYNDCR',)"
2402,Naupactus leucoloma,,,Naupactus leucoloma,,,"('NaupactusLeucolomaBoheman-PHT',)","('GRAGLE',)"
2405,Neoleucinodes elegantalis,,,Neoleucinodes elegantalis,,,"('NeoleucinodesElegantalis-PHT',)","('NEOLEL',)"
2407,Oemona hirta,,,Oemona hirta,,,"('OemonaHirta-PHT',)","('OEMOHI',)"
2413,Oligonychus perditus,,,Oligonychus perditus,,,"('OligonychusPerditus-PHT',)","('OLIGPD',)"
2415,Pissodes fasciatus,,,Pissodes fasciatus,,,"('PissodesFasciatus-PHT',)","('PISOFA',)"
2417,Pissodes nemorensis,,,Pissodes nemorensis,,,"('PissodesNemorensis-PHT',)","('PISONE',)"
2421,Pissodes nitidus,,,Pissodes nitidus,,,"('PissodesNitidus-PHT',)","('PISONI',)"
2423,Pissodes punctatus,,,Pissodes punctatus,,,"('PissodesPunctatus-PHT',)","('PISOPU',)"
2425,Pissodes strobi,,,Pissodes strobi,,,"('PissodesStrobi-PHT',)","('PISOST',)"
2428,Pissodes terminalis,,,Pissodes terminalis,,,"('PissodesTerminalis-PHT',)","('PISOTE',)"
2430,Pissodes yunnanensis,,,Pissodes yunnanensis,,,"('PissodesYunnanensis-PHT',)","('PISOYU',)"
2432,Polygraphus proximus,,,Polygraphus proximus,,,"('PolygraphusProximus-PHT',)","('POLGPR',)"
2438,Premnotrypes,,,Premnotrypes,,,"('Premnotrypes-PHT',)","('1PREMG',)"
2440,Pseudopityophthorus minutissimus,,,Pseudopityophthorus minutissimus,,,"('PseudopityophthorusMinutissimus-PHT',)","('PSDPMI',)"
2442,Pseudopityophthorus pruinosus,,,Pseudopityophthorus pruinosus,,,"('PseudopityophthorusPruinosus-PHT',)","('PSDPPR',)"
2449,Ripersiella hibisci,,,Ripersiella hibisci,,,"('RhizoecusHibisci-PHT',)","('RHIOHI',)"
2451,Rhynchophorus palmarum,,,Rhynchophorus palmarum,,,"('RhynchophorusPalmarum-PHT',)","('RHYCPA',)"
2459,Saperda candida,,,Saperda candida,,,"('SaperdaCandida-PHT',)","('SAPECN',)"
2462,Scirtothrips aurantii,,,Scirtothrips aurantii,,,"('ScirtothripsAurantii-PHT',)","('SCITAU',)"
2464,Scirtothrips citri,,,Scirtothrips citri,,,"('ScirtothripsCitri-PHT',)","('SCITCI',)"
2466,Scirtothrips dorsalis,,,Scirtothrips dorsalis,,,"('ScirtothripsDorsalis-PHT',)","('SCITDO',)"
2473,Spodoptera eridania,,,Spodoptera eridania,,,"('SpodopteraEridania-PHT',)","('PRODER',)"
2477,Spodoptera frugiperda,,,Spodoptera frugiperda,,,"('SpodopteraFrugiperda-PHT',)","('LAPHFR',)"
2479,Spodoptera litura,,,Spodoptera litura,,,"('SpodopteraLitura-PHT',)","('PRODLI',)"
2481,Tecia solanivora,,,Tecia solanivora,,,"('TeciaSolanivora-PHT',)","('TECASO',)"
2483,Tephritidae,,,Tephritidae,,,"('Tephritidae-PHT',)","('1TEPHF',)"
2485,Anastrepha fraterculus,,,Anastrepha fraterculus,,,"('AnastrephaFraterculus-PHT', 'Tephritidae-PHT')","('ANSTFR',)"
2501,Anastrepha ludens,,,Anastrepha ludens,,,"('AnastrephaLudens-PHT', 'Tephritidae-PHT')","('ANSTLU',)"
2506,Anastrepha obliqua,,,Anastrepha obliqua,,,"('AnastrephaObliqua-PHT', 'Tephritidae-PHT')","('ANSTOB',)"
2515,Anastrepha suspensa,,,Anastrepha suspensa,,,"('AnastrephaSuspensa-PHT', 'Tephritidae-PHT')","('ANSTSU',)"
2521,Bactrocera dorsalis,,,Bactrocera dorsalis,,,"('ZeugodacusCucurbitae-PHT', 'BactroceraTsuneonis-PHT', 'BactroceraDorsalis-PHT')","('DACUDO',)"
2536,Bactrocera tryoni,,,Bactrocera tryoni,,,"('BactroceraTryoni-PHT', 'ZeugodacusCucurbitae-PHT', 'BactroceraTsuneonis-PHT')","('DACUTR',)"
2544,Bactrocera tsuneonis,,,Bactrocera tsuneonis,,,"('ZeugodacusCucurbitae-PHT', 'BactroceraTsuneonis-PHT')","('DACUTS',)"
2549,Bactrocera zonata,,,Bactrocera zonata,,,"('ZeugodacusCucurbitae-PHT', 'BactroceraZonata-PHT', 'BactroceraTsuneonis-PHT')","('DACUZO',)"
2556,Dacus ciliatus,,,Dacus ciliatus,,,"('DacusCiliatus-PHT', 'Tephritidae-PHT')","('DACUCI',)"
2568,Euphranta canadensis,,,Euphranta canadensis,,,"('EuphrantaCanadensis-PHT', 'Tephritidae-PHT')","('EPOCCA',)"
2573,Neoceratitis cyanescens,,,Neoceratitis cyanescens,,,"('NeoceratitisCyanescens-PHT',)","('CERTCY',)"
2577,Ceratitis quinaria,,,Ceratitis quinaria,,,"('CeratitisQuinaria-PHT',)","('CERTQU',)"
2579,Ceratitis rosa,,,Ceratitis rosa,,,"('CeratitisRosa-PHT',)","('CERTRO',)"
2581,Euphranta japonica,,,Euphranta japonica,,,"('EuphrantaJaponica-PHT',)","('RHACJA',)"
2583,Rhagoletis fausta,,,Rhagoletis fausta,,,"('RhagoletisFausta-PHT', 'Tephritidae-PHT')","('RHAGFA',)"
2589,Rhagoletis indifferens,,,Rhagoletis indifferens,,,"('RhagoletisIndifferens-PHT', 'Tephritidae-PHT')","('RHAGIN',)"
2592,Rhagoletis mendax,,,Rhagoletis mendax,,,"('RhagoletisMendax-PHT', 'Tephritidae-PHT')","('RHAGME',)"
2596,Rhagoletis pomonella,,,Rhagoletis pomonella,,,"('RhagoletisPomonella-PHT', 'Tephritidae-PHT')","('RHAGPO',)"
2601,Rhagoletis ribicola,,,Rhagoletis ribicola,,,"('RhagoletisRibicola-PHT', 'Tephritidae-PHT')","('RHAGRI',)"
2605,Rhagoletis suavis,,,Rhagoletis suavis,,,"('Tephritidae-PHT', 'RhagoletisSuavis-PHT')","('RHAGSU',)"
2608,Zeugodacus cucurbitae,,,Zeugodacus cucurbitae,,,"('ZeugodacusCucurbitae-PHT',)","('DACUCU',)"
2615,Thaumatotibia leucotreta,,,Thaumatotibia leucotreta,,,"('ThaumatotibiaLeucotreta-PHT',)","('ARGPLE',)"
